Country,Year,Incomegroup,Source,Gini
Spain,2003,High income: OECD,CIEF-Ivie (2007) / Goerlich & Mas (Dirs.),30.3
Spain,2003,High income: OECD,CIEF-Ivie (2007) / Goerlich & Mas (Dirs.),33.8
Spain,2003,High income: OECD,CIEF-Ivie (2007) / Goerlich & Mas (Dirs.),31.8
Spain,2003,High income: OECD,Eurostat,31
Spain,2004,High income: OECD,Eurostat,30.7
Spain,2004,High income: OECD,Goerlich & Mas (2007) update,31.3
Spain,2004,High income: OECD,Goerlich & Mas (2007) update,29.6
Spain,2004,High income: OECD,OECD StatExtract,33
Spain,2004,High income: OECD,Luxembourg Income Study,31.6
Spain,2004,High income: OECD,Goerlich & Mas (2007) update,33.1
Spain,2004,High income: OECD,OECD StatExtract,45.6
Spain,2004,High income: OECD,European Commission 2008,31
Spain,2005,High income: OECD,Goerlich & Mas (2007) update,33.4
Spain,2005,High income: OECD,European Commission 2008,32
Spain,2005,High income: OECD,Goerlich & Mas (2007) update,30.2
Spain,2005,High income: OECD,Goerlich & Mas (2007) update,31.8
Spain,2005,High income: OECD,OECD StatExtract,32.4
Spain,2005,High income: OECD,Eurostat,31.8
Spain,2005,High income: OECD,OECD StatExtract,46.3
Spain,2006,High income: OECD,European Commission 2008,31
Spain,2006,High income: OECD,OECD StatExtract,31.5
Spain,2006,High income: OECD,Eurostat,31.2
Spain,2006,High income: OECD,OECD StatExtract,45.3
Spain,2007,High income: OECD,OECD StatExtract,44.7
Spain,2007,High income: OECD,Luxembourg Income Study,30.7
Spain,2007,High income: OECD,OECD StatExtract,30.9
Spain,2007,High income: OECD,Eurostat,31.3
Spain,2008,High income: OECD,OECD StatExtract,31.7
Spain,2008,High income: OECD,Eurostat,31.3
Spain,2008,High income: OECD,OECD StatExtract,46.2
Spain,2009,High income: OECD,OECD StatExtract,33.3
Spain,2009,High income: OECD,Eurostat,32.3
Spain,2009,High income: OECD,OECD StatExtract,49.3
Spain,2010,High income: OECD,Luxembourg Income Study,33.4
Spain,2010,High income: OECD,OECD StatExtract,50.7
Spain,2010,High income: OECD,Eurostat,33.9
Spain,2010,High income: OECD,OECD StatExtract,33.8
Spain,2011,High income: OECD,Eurostat,34
Sri Lanka,1953,Lower middle income,"Sri Lanka,48.3
Sri Lanka,1953,Lower middle income,Jain 1975,52
Sri Lanka,1953,Lower middle income,Fields 1989,46
Sri Lanka,1963,Lower middle income,Cromwell 1977,49
Sri Lanka,1963,Lower middle income,"Sri Lanka,27.4
Sri Lanka,1963,Lower middle income,"Sri Lanka,46
Sri Lanka,1963,Lower middle income,Jain 1975,54.1
Sri Lanka,1963,Lower middle income,Jain 1975,46.8
Sri Lanka,1963,Lower middle income,Jain 1975,50.8
Sri Lanka,1963,Lower middle income,Paukert 1973,44
Sri Lanka,1963,Lower middle income,Fields 1989,45
Sri Lanka,1963,Lower middle income,Jain 1975,29.3
Sri Lanka,1970,Lower middle income,Jain 1975,41
Sri Lanka,1970,Lower middle income,"Sri Lanka,31.2
Sri Lanka,1970,Lower middle income,Jain 1975,27.3
Sri Lanka,1970,Lower middle income,Jain 1975,34.6
Sri Lanka,1970,Lower middle income,Jain 1975,37.8
Sri Lanka,1970,Lower middle income,"Sri Lanka,35.6
Sri Lanka,1970,Lower middle income,Jain 1975,20.5
Sri Lanka,1970,Lower middle income,Jain 1975,35.2
Sri Lanka,1970,Lower middle income,Jain 1975,41.4
Sri Lanka,1973,Lower middle income,Lecaillon et al. 1984,37.5
Sri Lanka,1973,Lower middle income,Bhalla 1988,32.1
Sri Lanka,1973,Lower middle income,Jain 1975,37.3
Sri Lanka,1973,Lower middle income,Fields 1989,35
Sri Lanka,1973,Lower middle income,Jain 1975,39.9
Sri Lanka,1973,Lower middle income,Lecaillon et al. 1984,43.2
Sri Lanka,1973,Lower middle income,Jain 1975,37.7
Sri Lanka,1973,Lower middle income,"Sri Lanka,35.2
Sri Lanka,1973,Lower middle income,Jain 1975,40.9
Sri Lanka,1979,Lower middle income,"Sri Lanka,44
Sri Lanka,1979,Lower middle income,Fields 1989,44
Sri Lanka,1980,Lower middle income,"Sri Lanka,45.4
Sri Lanka,1980,Lower middle income,UN 1985,42
Sri Lanka,1982,Lower middle income,"Sri Lanka,37
Sri Lanka,1982,Lower middle income,"Sri Lanka,45
Sri Lanka,1982,Lower middle income,Fields 1989,45
Sri Lanka,1985,Lower middle income,WDI,32.5
Sri Lanka,1986,Lower middle income,"Deininger & Squire,34.4
Sri Lanka,1986,Lower middle income,World Bank Poverty Monitoring Database 2002,32.5
Sri Lanka,1986,Lower middle income,"Sri Lanka,46
Sri Lanka,1987,Lower middle income,Datt 1994,38.8
Sri Lanka,1991,Lower middle income,"Deininger & Squire,43.6
Sri Lanka,1991,Lower middle income,"Deininger & Squire,32.4
Sri Lanka,1991,Lower middle income,"Sri Lanka,43
Sri Lanka,1991,Lower middle income,World Bank Poverty Monitoring Database 2002,30.1
Sri Lanka,1996,Lower middle income,World Bank Poverty Monitoring Database 2002,34.4
Sri Lanka,1996,Lower middle income,"Deininger & Squire,46.6
Sri Lanka,1996,Lower middle income,"Deininger & Squire,36.7
Sri Lanka,1996,Lower middle income,"Sri Lanka,46
Sri Lanka,2000,Lower middle income,"World Bank,33.2
Sri Lanka,2000,Lower middle income,"Deininger & Squire,27.6
Sri Lanka,2000,Lower middle income,"Deininger & Squire,56.6
Sri Lanka,2002,Lower middle income,"Sri Lanka,47
Sri Lanka,2002,Lower middle income,"World Bank,40.2
Sri Lanka,2007,Lower middle income,WDI,40.3
Srilanka,2012,,Household Income and Expenditure Survey – 2012/13 ,48
Srilanka,2012,,Household Income and Expenditure Survey – 2012/13 ,47
Srilanka,2012,,Household Income and Expenditure Survey – 2012/13 ,
Srilanka,2012,,Household Income and Expenditure Survey – 2012/13 ,51
Srilanka,2012,,Household Income and Expenditure Survey – 2012/13 ,
Srilanka,2012,,Household Income and Expenditure Survey – 2012/13 ,
St. Lucia,1995,Upper middle income,WDI,42.6
Sudan,1963,Lower middle income,Jain 1975,44.6
Sudan,1968,Lower middle income,Mirghani 1980,42
Sudan,1968,Lower middle income,Mirghani 1980,39.8
Sudan,1968,Lower middle income,Mirghani 1980,34.5
Sudan,1968,Lower middle income,UN 1981,38.7
Sudan,1968,Lower middle income,van Ginneken and Park 1984,44
Sudan,1969,Lower middle income,Paukert 1973,40
Sudan,1969,Lower middle income,Cromwell 1977,39.3
Sudan,2009,Lower middle income,WDI,35.3
Suriname,1962,Upper middle income,Paukert 1973,30
Suriname,1962,Upper middle income,Cromwell 1977,29
Suriname,1999,Upper middle income,"SEDLAC,62
Swaziland,1974,Lower middle income,Lecaillon et al. 1984,63.7
Swaziland,1994,Lower middle income,"World Bank,60.9
Swaziland,1995,Lower middle income,WDI,60.7
Swaziland,2001,Lower middle income,WDI,50.7
Swaziland,2001,Lower middle income,"World Bank,50.4
Swaziland,2010,Lower middle income,WDI,51.5
Sweden,1935,High income: OECD,UN 1957,54
Sweden,1935,High income: OECD,UN 1957,52
Sweden,1945,High income: OECD,UN 1957,48
Sweden,1945,High income: OECD,UN 1957,46
Sweden,1948,High income: OECD,UN 1957,44
Sweden,1948,High income: OECD,UN 1957,41
Sweden,1951,High income: OECD,Spånt 1979,55.7
Sweden,1952,High income: OECD,Spånt 1979,55
Sweden,1953,High income: OECD,Spånt 1979,55
Sweden,1954,High income: OECD,Spånt 1979,54.4
Sweden,1954,High income: OECD,UN 1957,38
Sweden,1954,High income: OECD,UN-ECE 1967,38
Sweden,1955,High income: OECD,Spånt 1979,54.2
Sweden,1956,High income: OECD,Spånt 1979,54.3
Sweden,1957,High income: OECD,Spånt 1979,54.4
Sweden,1958,High income: OECD,Spånt 1979,54.5
Sweden,1959,High income: OECD,Spånt 1979,54.7
Sweden,1960,High income: OECD,Spånt 1979,54.3
Sweden,1961,High income: OECD,Spånt 1979,54.1
Sweden,1962,High income: OECD,Spånt 1979,53.5
Sweden,1963,High income: OECD,UN-ECE 1967,40
Sweden,1963,High income: OECD,Paukert 1973,39
Sweden,1963,High income: OECD,Cromwell 1977,40
Sweden,1963,High income: OECD,Spånt 1979,53.1
Sweden,1964,High income: OECD,Spånt 1979,52.7
Sweden,1965,High income: OECD,Spånt 1979,52.2
Sweden,1966,High income: OECD,Spånt 1979,52.1
Sweden,1967,High income: OECD,Spånt 1979,52
Sweden,1967,High income: OECD,Brandolini 1998,29.5
Sweden,1967,High income: OECD,Luxembourg Income Study,34.2
Sweden,1968,High income: OECD,Spånt 1979,51.7
Sweden,1969,High income: OECD,Spånt 1979,50.6
Sweden,1970,High income: OECD,Spånt 1979,49.2
Sweden,1970,High income: OECD,Jain 1975,38.7
Sweden,1971,High income: OECD,Spånt 1979,48.5
Sweden,1972,High income: OECD,Spånt 1979,47.8
Sweden,1972,High income: OECD,Sawyer 1976,30.2
Sweden,1973,High income: OECD,Spånt 1979,46.8
Sweden,1974,High income: OECD,Spånt 1979,46.1
Sweden,1975,High income: OECD,Spånt 1979,45
Sweden,1975,High income: OECD,Brandolini 1998,21.4
Sweden,1975,High income: OECD,Brandolini 1998,21.3
Sweden,1976,High income: OECD,"Sweden,28.1
Sweden,1976,High income: OECD,Spånt 1979,43.6
Sweden,1976,High income: OECD,"Sweden,33.1
Sweden,1976,High income: OECD,"Atkinson,20.9
Sweden,1977,High income: OECD,"Atkinson,20.4
Sweden,1978,High income: OECD,Brandolini 1998,20.2
Sweden,1978,High income: OECD,Brandolini 1998,20
Sweden,1979,High income: OECD,van Ginneken and Park 1984,24
Sweden,1979,High income: OECD,van Ginneken and Park 1984,33
Sweden,1979,High income: OECD,"Atkinson,19.7
Sweden,1980,High income: OECD,Brandolini 1998,19.9
Sweden,1980,High income: OECD,Brandolini 1998,19.4
Sweden,1980,High income: OECD,"Sweden,32.4
Sweden,1981,High income: OECD,Luxembourg Income Study,20.7
Sweden,1981,High income: OECD,"Sweden,34.7
Sweden,1981,High income: OECD,"Sweden,32.5
Sweden,1981,High income: OECD,Brandolini 1998,19.7
Sweden,1981,High income: OECD,Brandolini 1998,19.1
Sweden,1981,High income: OECD,"Atkinson,34.6
Sweden,1982,High income: OECD,"Sweden,30.7
Sweden,1982,High income: OECD,Brandolini 1998,19.9
Sweden,1982,High income: OECD,Brandolini 1998,19.4
Sweden,1982,High income: OECD,"Sweden,35.2
Sweden,1983,High income: OECD,OECD StatExtract,19.8
Sweden,1983,High income: OECD,OECD StatExtract,40.4
Sweden,1983,High income: OECD,Brandolini 1998,19.4
Sweden,1983,High income: OECD,"Sweden,35.2
Sweden,1983,High income: OECD,"Sweden,30.1
Sweden,1983,High income: OECD,Brandolini 1998,19.8
Sweden,1984,High income: OECD,"Sweden,31.8
Sweden,1984,High income: OECD,"Sweden,35.4
Sweden,1984,High income: OECD,Brandolini 1998,20.6
Sweden,1984,High income: OECD,Brandolini 1998,20.4
Sweden,1985,High income: OECD,"Sweden,35.1
Sweden,1985,High income: OECD,Brandolini 1998,20.7
Sweden,1985,High income: OECD,"Sweden,31.2
Sweden,1985,High income: OECD,Brandolini 1998,20.5
Sweden,1986,High income: OECD,"Sweden,35.1
Sweden,1986,High income: OECD,Brandolini 1998,21.4
Sweden,1986,High income: OECD,"Sweden,31.7
Sweden,1987,High income: OECD,"Atkinson,36.6
Sweden,1987,High income: OECD,"Sweden,31.6
Sweden,1987,High income: OECD,Brandolini 1998,20.5
Sweden,1987,High income: OECD,Luxembourg Income Study,24.2
Sweden,1987,High income: OECD,"Sweden,29.1
Sweden,1988,High income: OECD,"Sweden,32.2
Sweden,1988,High income: OECD,"Sweden,28.4
Sweden,1988,High income: OECD,Brandolini 1998,20.4
Sweden,1989,High income: OECD,Sweden CSO 1998,24.4
Sweden,1989,High income: OECD,Brandolini 1998,22.1
Sweden,1989,High income: OECD,"Sweden,31.3
Sweden,1989,High income: OECD,Brandolini 1998,21
Sweden,1990,High income: OECD,Sweden CSO 1998,24.6
Sweden,1990,High income: OECD,Brandolini 1998,21.9
Sweden,1990,High income: OECD,"Sweden,27.1
Sweden,1990,High income: OECD,"Sweden,29
Sweden,1990,High income: OECD,Brandolini 1998,22.7
Sweden,1991,High income: OECD,Sweden CSO 2004,23
Sweden,1991,High income: OECD,Brandolini 1998,24.3
Sweden,1991,High income: OECD,OECD StatExtract,40.8
Sweden,1991,High income: OECD,Sweden CSO 1998,26.1
Sweden,1991,High income: OECD,OECD StatExtract,20.9
Sweden,1992,High income: OECD,Luxembourg Income Study,25
Sweden,1992,High income: OECD,Smeeding and Gottschalk 1995,47.4
Sweden,1992,High income: OECD,Smeeding and Gottschalk 1995,22.9
Sweden,1992,High income: OECD,Sweden CSO 1998,25.2
Sweden,1992,High income: OECD,Brandolini 1998,23
Sweden,1992,High income: OECD,"Sweden,32.4
Sweden,1993,High income: OECD,Brandolini 1998,24
Sweden,1993,High income: OECD,Sweden CSO 1998,25.7
Sweden,1994,High income: OECD,Sweden CSO 1998,28.8
Sweden,1994,High income: OECD,Brandolini 1998,27
Sweden,1995,High income: OECD,OECD StatExtract,43.8
Sweden,1995,High income: OECD,Sweden CSO 1998,25.6
Sweden,1995,High income: OECD,OECD StatExtract,21.1
Sweden,1995,High income: OECD,Luxembourg Income Study,25.3
Sweden,1996,High income: OECD,Sweden CSO 1998,26.7
Sweden,1996,High income: OECD,Sweden CSO 2004,23.8
Sweden,1997,High income: OECD,Sweden CSO 2004,25.4
Sweden,1998,High income: OECD,Sweden CSO 2004,24.2
Sweden,1999,High income: OECD,Sweden CSO 2004,26.1
Sweden,2000,High income: OECD,Sweden CSO 2004,29.5
Sweden,2000,High income: OECD,OECD StatExtract,44.6
Sweden,2000,High income: OECD,Luxembourg Income Study,27.3
Sweden,2000,High income: OECD,OECD StatExtract,24.3
Sweden,2001,High income: OECD,Eurostat,24
Sweden,2001,High income: OECD,Sweden CSO 2004,26.3
Sweden,2002,High income: OECD,Sweden CSO 2004,25.8
Sweden,2002,High income: OECD,Eurostat,23
Sweden,2003,High income: OECD,Sweden CSO 2005,25.4
Sweden,2004,High income: OECD,OECD StatExtract,23.4
Sweden,2004,High income: OECD,European Commission 2006,23
Sweden,2004,High income: OECD,Eurostat,23
Sweden,2004,High income: OECD,OECD StatExtract,43.2
Sweden,2005,High income: OECD,European Commission 2008,23
Sweden,2005,High income: OECD,Eurostat,23.4
Sweden,2005,High income: OECD,Luxembourg Income Study,23.7
Sweden,2006,High income: OECD,European Commission 2008,24
Sweden,2006,High income: OECD,Eurostat,24
Sweden,2007,High income: OECD,Eurostat,23.4
Sweden,2008,High income: OECD,Eurostat,24
Sweden,2008,High income: OECD,OECD StatExtract,25.9
Sweden,2008,High income: OECD,OECD StatExtract,42.6
Sweden,2009,High income: OECD,OECD StatExtract,44.4
Sweden,2009,High income: OECD,OECD StatExtract,26.9
Sweden,2009,High income: OECD,Eurostat,24.8
Sweden,2010,High income: OECD,OECD StatExtract,44.1
Sweden,2010,High income: OECD,OECD StatExtract,26.9
Sweden,2010,High income: OECD,Eurostat,24.1
Sweden,2011,High income: OECD,Eurostat,24.4
Switzerland,1978,High income: OECD,UN 1985,31.2
Switzerland,1982,High income: OECD,Smeeding and Gottschalk 1995,40.6
Switzerland,1982,High income: OECD,Smeeding and Gottschalk 1995,32.3
Switzerland,1982,High income: OECD,"Atkinson,35.1
Switzerland,1982,High income: OECD,Luxembourg Income Study,36.2
Switzerland,1991,High income: OECD,Statistical Yearbook 1999,33.8
Switzerland,1992,High income: OECD,Luxembourg Income Study,36
Switzerland,1998,High income: OECD,CSO 2005,31.9
Switzerland,1998,High income: OECD,CSO 2005,30.9
Switzerland,2000,High income: OECD,CSO 2005,31
Switzerland,2000,High income: OECD,CSO 2005,31.8
Switzerland,2001,High income: OECD,CSO 2005,29.5
Switzerland,2001,High income: OECD,CSO 2005,29.7
Switzerland,2002,High income: OECD,CSO 2005,30.9
Switzerland,2002,High income: OECD,CSO 2005,31.1
Switzerland,2002,High income: OECD,Luxembourg Income Study,27.3
Switzerland,2004,High income: OECD,Luxembourg Income Study,26.8
Switzerland,2007,High income: OECD,Eurostat,30.3
Switzerland,2008,High income: OECD,Eurostat,32
Switzerland,2009,High income: OECD,OECD StatExtract,29.8
Switzerland,2009,High income: OECD,Eurostat,30.2
Switzerland,2009,High income: OECD,OECD StatExtract,37.2
Switzerland,2010,High income: OECD,Eurostat,29.6
Switzerland,2011,High income: OECD,Eurostat,29.7
Syria,2004,Lower middle income,UNDP Poverty and Inequality in Syria Report,35.8
Syria,2007,Lower middle income,UNDP Poverty and Inequality in Syria Report,32
Taiwan,1953,,"Fei,55.8
Taiwan,1953,,Fields 1989,50
Taiwan,1953,,Jain 1975,57.6
Taiwan,1959,,"Fei,44
Taiwan,1959,,Jain 1975,44.8
Taiwan,1961,,Jain 1975,46.9
Taiwan,1961,,Cromwell 1977,41.7
Taiwan,1964,,Taiwan CSO 2003,32.1
Taiwan,1964,,Fields 1989,30.5
Taiwan,1964,,Jain 1975,32.9
Taiwan,1968,,Taiwan CSO 2003,32.6
Taiwan,1970,,Taiwan CSO 2003,29.4
Taiwan,1971,,"Fei,29.5
Taiwan,1972,,Jain 1975,29.4
Taiwan,1972,,Jain 1975,27.4
Taiwan,1972,,Taiwan CSO 2003,29.1
Taiwan,1972,,Fields 1989,27.7
Taiwan,1972,,Jain 1975,28.4
Taiwan,1974,,Taiwan CSO 2003,28.7
Taiwan,1976,,Taiwan CSO 2003,28
Taiwan,1977,,Taiwan CSO 2003,28.4
Taiwan,1978,,Taiwan CSO 2003,28.7
Taiwan,1979,,Taiwan CSO 2003,28.5
Taiwan,1980,,Fields 1989,25.9
Taiwan,1980,,Taiwan CSO 2003,27.7
Taiwan,1981,,Luxembourg Income Study,30.2
Taiwan,1981,,Taiwan CSO 2003,28.1
Taiwan,1981,,Luxembourg Income Study,30.3
Taiwan,1982,,Taiwan CSO 2003,28.3
Taiwan,1983,,Taiwan CSO 2003,28.7
Taiwan,1984,,Taiwan CSO 2003,28.7
Taiwan,1985,,Fields 1989,27.1
Taiwan,1985,,Taiwan CSO 2003,29
Taiwan,1986,,Taiwan CSO 2003,29.6
Taiwan,1986,,Luxembourg Income Study,30.3
Taiwan,1986,,Luxembourg Income Study,30.2
Taiwan,1987,,Taiwan CSO 2003,29.9
Taiwan,1988,,Taiwan CSO 2003,30.3
Taiwan,1989,,Taiwan CSO 2003,30.3
Taiwan,1990,,Taiwan CSO 2003,31.2
Taiwan,1991,,Smeeding and Gottschalk 1995,30.2
Taiwan,1991,,Taiwan CSO 2003,30.8
Taiwan,1991,,Smeeding and Gottschalk 1995,32.5
Taiwan,1991,,Luxembourg Income Study,29.7
Taiwan,1991,,Luxembourg Income Study,29.8
Taiwan,1992,,Taiwan CSO 2003,31.2
Taiwan,1993,,Taiwan CSO 2003,31.6
Taiwan,1994,,Taiwan CSO 2003,31.8
Taiwan,1995,,Luxembourg Income Study,29.6
Taiwan,1995,,Taiwan CSO 2003,31.7
Taiwan,1995,,Luxembourg Income Study,29.2
Taiwan,1996,,Taiwan CSO 2003,31.7
Taiwan,1997,,Luxembourg Income Study,31.1
Taiwan,1997,,Taiwan CSO 2003,32
Taiwan,1997,,Luxembourg Income Study,31.7
Taiwan,1998,,Taiwan CSO 2003,32.4
Taiwan,1999,,Taiwan CSO 2003,32.5
Taiwan,2000,,Luxembourg Income Study,31.2
Taiwan,2000,,Taiwan CSO 2003,32.6
Taiwan,2000,,Luxembourg Income Study,31.9
Taiwan,2001,,Taiwan CSO 2003,35
Taiwan,2002,,Taiwan CSO 2003,34.5
Taiwan,2003,,Taiwan CSO 2004,34.3
Taiwan,2004,,Taiwan Statistical Yearbook 2011,33.8
Taiwan,2005,,Luxembourg Income Study,30.5
Taiwan,2005,,Taiwan Statistical Yearbook 2011,34
Taiwan,2006,,Taiwan Statistical Yearbook 2011,33.9
Taiwan,2007,,Taiwan Statistical Yearbook 2011,34
Taiwan,2007,,Luxembourg Income Study,31
Taiwan,2008,,Taiwan Statistical Yearbook 2011,34.1
Taiwan,2009,,Taiwan Statistical Yearbook 2011,34.5
Taiwan,2010,,Luxembourg Income Study,31.8
Taiwan,2010,,Taiwan Statistical Yearbook 2011,34.2
Taiwan,2011,,Taiwan Statistical Yearbook 2011,34.2
Taiwan,2012,,Taiwan Statistical Yearbook 2011,33.8
Taiwan,2013,,Taiwan Statistical Yearbook 2011,
Tajikistan,1981,Low income,Atkinson and Micklewright 1992,25.2
Tajikistan,1986,Low income,Atkinson and Micklewright 1992,27.2
Tajikistan,1988,Low income,Alexeev and Gaddy 1993,31.8
Tajikistan,1989,Low income,Atkinson and Micklewright 1992,27.6
Tajikistan,1989,Low income,Transmonee 2004,28.1
Tajikistan,1989,Low income,Atkinson and Micklewright 1992,30.8
Tajikistan,1990,Low income,Alexeev and Gaddy 1993,33.4
Tajikistan,1999,Low income,"Deininger & Squire,30.4
Tajikistan,1999,Low income,Transmonee 2004,47
Tajikistan,2003,Low income,WDI,32.6
Tajikistan,2003,Low income,"World Bank,32.6
Tajikistan,2004,Low income,WDI,33.6
Tajikistan,2004,Low income,"World Bank,33.6
Tajikistan,2007,Low income,WDI,32.5
Tajikistan,2009,Low income,WDI,30.8
Tanzania,1964,Low income,Paukert 1973,54
Tanzania,1964,Low income,Cromwell 1977,41.2
Tanzania,1967,Low income,Jain 1975,50.3
Tanzania,1967,Low income,Jain 1975,52.8
Tanzania,1967,Low income,Jain 1975,54.5
Tanzania,1968,Low income,Lecaillon et al. 1984,52.3
Tanzania,1968,Low income,Lecaillon et al. 1984,50.8
Tanzania,1968,Low income,Lecaillon et al. 1984,50.9
Tanzania,1969,Low income,van Ginneken and Park 1984,42
Tanzania,1969,Low income,Jain 1975,59.7
Tanzania,1977,Low income,ILO 1984,52
Tanzania,1983,Low income,Ferreira 1996,52
Tanzania,1991,Low income,World Bank Poverty Monitoring Database 2002,59
Tanzania,1991,Low income,Ferreira 1996,72
Tanzania,1992,Low income,National Bureau of Statistics Tanzania 2002,34
Tanzania,1993,Low income,"Deininger & Squire,39.5
Tanzania,1993,Low income,World Bank Poverty Monitoring Database 2002,38.1
Tanzania,2000,Low income,WDI,34.6
Tanzania,2001,Low income,National Bureau of Statistics Tanzania 2002,35
Tanzania,2007,Low income,Tanzania HBS Report 2007,35
Tanzania,2007,Low income,Tanzania HBS Report 2009,33
Tanzania,2007,Low income,Tanzania HBS Report 2008,35
Thailand,1962,Upper middle income,Dowling and Soo 1983,41.4
Thailand,1962,Upper middle income,Jain 1975,51
Thailand,1962,Upper middle income,Cromwell 1977,58.3
Thailand,1962,Upper middle income,Ikemoto and Limskul 1987,41.3
Thailand,1962,Upper middle income,Jain 1975,44
Thailand,1962,Upper middle income,Jain 1975,46.6
Thailand,1963,Upper middle income,Fields 1989,41.4
Thailand,1969,Upper middle income,Ikemoto and Limskul 1987,38.4
Thailand,1969,Upper middle income,Ikemoto and Limskul 1987,43.9
Thailand,1969,Upper middle income,Ikemoto and Limskul 1987,42.6
Thailand,1969,Upper middle income,Fields 1989,42.9
Thailand,1969,Upper middle income,Dowling and Soo 1983,42.9
Thailand,1969,Upper middle income,Lecaillon et al. 1984,50.4
Thailand,1970,Upper middle income,Jain 1975,38.5
Thailand,1970,Upper middle income,Jain 1975,44.8
Thailand,1971,Upper middle income,Chiswick 1977,42
Thailand,1971,Upper middle income,Dowling and Soo 1983,49.9
Thailand,1971,Upper middle income,Chiswick 1977,44
Thailand,1975,Upper middle income,Kansal 1982,44.5
Thailand,1975,Upper middle income,Ikemoto and Limskul 1987,39.2
Thailand,1975,Upper middle income,Ikemoto and Limskul 1987,40.3
Thailand,1975,Upper middle income,Kansal 1982,40.6
Thailand,1975,Upper middle income,Kansal 1982,48.3
Thailand,1975,Upper middle income,Kansal 1982,41.2
Thailand,1975,Upper middle income,Kansal 1982,42.6
Thailand,1975,Upper middle income,Ikemoto and Limskul 1987,41.7
Thailand,1975,Upper middle income,Kansal 1982,39.1
Thailand,1976,Upper middle income,Fields 1989,45.1
Thailand,1981,Upper middle income,Ikemoto and Limskul 1987,44.1
Thailand,1981,Upper middle income,Fields 1989,47.3
Thailand,1981,Upper middle income,"Deininger & Squire,40.2
Thailand,1981,Upper middle income,"Deininger & Squire,46.4
Thailand,1981,Upper middle income,Ikemoto and Limskul 1987,41.3
Thailand,1981,Upper middle income,Ikemoto and Limskul 1987,42.8
Thailand,1986,Upper middle income,Ikemoto 1993,47.4
Thailand,1986,Upper middle income,"Deininger & Squire,42.7
Thailand,1986,Upper middle income,"Deininger & Squire,53.2
Thailand,1988,Upper middle income,"Deininger & Squire,52.4
Thailand,1988,Upper middle income,"Deininger & Squire,41.7
Thailand,1988,Upper middle income,Ikemoto 1993,47.4
Thailand,1988,Upper middle income,World Bank Poverty Monitoring Database 2002,43.8
Thailand,1990,Upper middle income,Ikemoto 1993,48.8
Thailand,1990,Upper middle income,"Deininger & Squire,45.2
Thailand,1990,Upper middle income,"Deininger & Squire,54.3
Thailand,1990,Upper middle income,"Thailand CSO,42.9
Thailand,1992,Upper middle income,"Thailand CSO,44.5
Thailand,1992,Upper middle income,Ikemoto 1993,51.5
Thailand,1992,Upper middle income,"Deininger & Squire,42.7
Thailand,1992,Upper middle income,"Deininger & Squire,57
Thailand,1992,Upper middle income,World Bank Poverty Monitoring Database 2002,46.2
Thailand,1994,Upper middle income,World Bank Poverty Monitoring Database 2002,43.4
Thailand,1994,Upper middle income,"Deininger & Squire,57.1
Thailand,1994,Upper middle income,"Thailand CSO,43.1
Thailand,1994,Upper middle income,"Deininger & Squire,43.2
Thailand,1996,Upper middle income,"Deininger & Squire,55.5
Thailand,1996,Upper middle income,"Deininger & Squire,43.3
Thailand,1996,Upper middle income,"Thailand CSO,42.9
Thailand,1998,Upper middle income,World Bank Poverty Monitoring Database 2002,41.4
Thailand,1998,Upper middle income,"Deininger & Squire,43.2
Thailand,1998,Upper middle income,"Deininger & Squire,55.6
Thailand,1998,Upper middle income,"Thailand CSO,42.1
Thailand,1999,Upper middle income,"Deininger & Squire,42.3
Thailand,1999,Upper middle income,"Thailand CSO,44.4
Thailand,1999,Upper middle income,"Deininger & Squire,56
Thailand,2000,Upper middle income,"Thailand CSO,43.9
Thailand,2000,Upper middle income,"World Bank,43.1
Thailand,2001,Upper middle income,"Thailand CSO,41.9
Thailand,2002,Upper middle income,WDI,42
Thailand,2002,Upper middle income,"World Bank,42
Thailand,2006,Upper middle income,WDI,42.4
Thailand,2008,Upper middle income,WDI,40.5
Thailand,2009,Upper middle income,Household Socio-economic survey,40.8
Thailand,2011,Upper middle income,Household Socio-economic survey,
Togo,1957,Low income,Lecaillon et al. 1984,33.8
Togo,2006,Low income,WDI,34.4
Trinidad And Tobago,1958,High income: nonOECD,Ahiram 1966,46
Trinidad And Tobago,1958,High income: nonOECD,Paukert 1973,44
Trinidad And Tobago,1965,High income: nonOECD,Cromwell 1977,48.7
Trinidad And Tobago,1971,High income: nonOECD,CSO,51
Trinidad And Tobago,1971,High income: nonOECD,van Ginneken and Park 1984,45
Trinidad And Tobago,1971,High income: nonOECD,Fields 1989,53.9
Trinidad And Tobago,1976,High income: nonOECD,Dookeran 1981,46.1
Trinidad And Tobago,1976,High income: nonOECD,Fields 1989,47.4
Trinidad And Tobago,1976,High income: nonOECD,van Ginneken and Park 1984,45
Trinidad And Tobago,1981,High income: nonOECD,CSO,41.7
Trinidad And Tobago,1988,High income: nonOECD,World Bank Poverty Monitoring Database 2002,42.6
Trinidad And Tobago,1988,High income: nonOECD,WDI,42.6
Trinidad And Tobago,1992,High income: nonOECD,Gasparini 2003,49.5
Trinidad And Tobago,1992,High income: nonOECD,Gasparini 2003,51.4
Trinidad And Tobago,1992,High income: nonOECD,World Bank Poverty Monitoring Database 2002,40.3
